,NAME,USER_ID,HOURS_DATASCIENCE,HOURS_BACKEND,HOURS_FRONTEND,NUM_COURSES_BEGINNER_DATASCIENCE,NUM_COURSES_BEGINNER_BACKEND,NUM_COURSES_BEGINNER_FRONTEND,NUM_COURSES_ADVANCED_DATASCIENCE,NUM_COURSES_ADVANCED_BACKEND,NUM_COURSES_ADVANCED_FRONTEND,AVG_SCORE_DATASCIENCE,AVG_SCORE_BACKEND,AVG_SCORE_FRONTEND,PROFILE
9077,Flora Magnie,78396575,3.0,40.0,31.0,3.0,5.0,4.0,2.0,2.0,5.0,78.0,76.0,65.0,beginner_backend
9078,Jammie Reed,93430415,18.0,62.0,8.0,1.0,2.0,6.0,0.0,6.0,3.0,65.0,73.0,54.0,beginner_backend
9079,Pamela Ennis,19571056,77.0,24.0,17.0,4.0,9.0,6.0,3.0,5.0,5.0,65.0,55.0,61.0,beginner_front_end
9080,Thomas Finlay,67519680,22.0,52.0,37.0,2.0,7.0,3.0,5.0,5.0,3.0,70.0,73.0,71.0,advanced_front_end
9081,Sonia Davis,51451595,36.0,61.0,14.0,7.0,1.0,6.0,4.0,6.0,5.0,62.0,64.0,83.0,advanced_data_science
9082,Tracy Gilbertson,78462187,61.0,74.0,23.0,7.0,1.0,9.0,3.0,5.0,4.0,60.0,75.0,79.0,advanced_data_science
9083,Oscar Plazza,40958443,59.0,45.0,52.0,3.0,3.0,3.0,7.0,4.0,2.0,56.0,62.0,55.0,beginner_data_science
9084,Laurel Yee,88931958,55.0,71.0,46.0,6.0,6.0,4.0,2.0,4.0,3.0,48.0,86.0,30.0,advanced_front_end
9085,Robert Vernon,36711581,58.0,26.0,24.0,7.0,4.0,3.0,2.0,5.0,1.0,67.0,50.0,66.0,advanced_data_science
9086,Tabitha Lemoine,86357686,91.0,15.0,18.0,4.0,8.0,7.0,4.0,1.0,2.0,63.0,70.0,69.0,beginner_front_end
9087,Michelle Knight,97519381,47.0,62.0,30.0,4.0,5.0,6.0,0.0,7.0,3.0,56.0,71.0,62.0,advanced_data_science
9088,Theodore Ladd,56861849,49.0,63.0,24.0,5.0,2.0,6.0,2.0,4.0,4.0,65.0,59.0,85.0,advanced_data_science
9089,James Hagerty,79189125,27.0,49.0,29.0,0.0,1.0,4.0,3.0,7.0,1.0,73.0,73.0,67.0,beginner_backend
9090,Shane Ahn,30562790,1.0,63.0,10.0,1.0,2.0,0.0,0.0,5.0,4.0,95.0,54.0,34.0,beginner_front_end
9091,John Wagner,80984174,50.0,34.0,15.0,6.0,4.0,5.0,7.0,4.0,6.0,64.0,78.0,42.0,advanced_backend
9092,Lorene Evans,34264214,25.0,23.0,45.0,5.0,2.0,6.0,2.0,0.0,4.0,73.0,85.0,74.0,beginner_data_science
9093,Linda Tate,58824071,0.0,14.0,50.0,3.0,2.0,8.0,0.0,3.0,3.0,67.0,69.0,74.0,beginner_data_science
9094,Nancy Hall,52793502,63.0,62.0,37.0,5.0,3.0,4.0,5.0,6.0,5.0,53.0,48.0,71.0,advanced_data_science
9095,Efrain Eddy,39139445,0.0,82.0,52.0,3.0,5.0,1.0,4.0,7.0,4.0,69.0,69.0,82.0,advanced_front_end
9096,Alejandra Pursell,93888429,18.0,45.0,66.0,5.0,3.0,5.0,2.0,8.0,4.0,50.0,81.0,36.0,advanced_front_end
9097,Geneva Hinchee,46577673,55.0,79.0,19.0,4.0,5.0,4.0,7.0,9.0,5.0,53.0,62.0,72.0,advanced_data_science
9098,Jaclyn Johnson,51617995,44.0,100.0,68.0,5.0,6.0,0.0,4.0,4.0,2.0,64.0,83.0,63.0,advanced_front_end
9099,Shirley White,73548461,61.0,64.0,32.0,4.0,7.0,7.0,0.0,4.0,2.0,72.0,79.0,97.0,beginner_data_science
9100,Alberto Hogan,58604939,40.0,45.0,39.0,4.0,2.0,4.0,4.0,4.0,4.0,56.0,35.0,64.0,advanced_data_science
9101,Margaret Wilson,94667661,54.0,58.0,45.0,6.0,3.0,4.0,3.0,4.0,2.0,73.0,62.0,93.0,advanced_data_science
9102,Donald Copper,69408055,31.0,80.0,30.0,7.0,9.0,2.0,3.0,3.0,3.0,50.0,94.0,40.0,advanced_front_end
9103,Helen Hilliard,98501278,61.0,30.0,35.0,1.0,4.0,6.0,3.0,6.0,2.0,75.0,62.0,71.0,beginner_data_science
9104,Pamela Motley,45569673,38.0,46.0,18.0,4.0,3.0,3.0,5.0,1.0,3.0,80.0,83.0,60.0,advanced_backend
9105,Patricia Harry,04653379,61.0,33.0,21.0,5.0,5.0,4.0,4.0,4.0,4.0,77.0,60.0,56.0,beginner_front_end
9106,Richard Willis,97156419,36.0,48.0,49.0,2.0,4.0,2.0,3.0,5.0,1.0,57.0,56.0,59.0,advanced_front_end
9107,Tracy Mittman,55593342,0.0,7.0,18.0,4.0,1.0,5.0,6.0,1.0,3.0,66.0,74.0,67.0,beginner_data_science
9108,Deborah Sexton,64304331,27.0,19.0,28.0,1.0,5.0,6.0,3.0,5.0,4.0,50.0,68.0,47.0,advanced_front_end
9109,Jimmy Kinney,16735660,54.0,57.0,48.0,5.0,5.0,1.0,7.0,7.0,1.0,67.0,49.0,67.0,advanced_data_science
9110,Karen Jackson,73866210,40.0,41.0,61.0,4.0,4.0,6.0,2.0,4.0,3.0,82.0,83.0,84.0,beginner_data_science
9111,Dustin Rodriguez,73803339,3.0,65.0,72.0,2.0,5.0,3.0,3.0,5.0,1.0,74.0,46.0,57.0,advanced_front_end
9112,Maryann Powers,16135909,37.0,47.0,42.0,3.0,4.0,2.0,5.0,5.0,4.0,74.0,63.0,56.0,beginner_front_end
9113,Esther Brown,50966947,63.0,80.0,28.0,2.0,3.0,4.0,8.0,6.0,7.0,39.0,52.0,35.0,advanced_backend
9114,Janet Burroughs,23787239,60.0,68.0,0.0,8.0,2.0,6.0,5.0,7.0,1.0,60.0,60.0,63.0,advanced_data_science
9115,Janice Bergstrom,41468619,41.0,47.0,31.0,5.0,3.0,6.0,4.0,6.0,3.0,45.0,54.0,63.0,advanced_data_science
9116,Linda Whitlow,61632835,48.0,53.0,45.0,2.0,8.0,1.0,4.0,4.0,1.0,70.0,81.0,74.0,advanced_front_end
9117,Elaine Ringhouse,29629251,9.0,36.0,24.0,2.0,2.0,4.0,2.0,5.0,4.0,61.0,63.0,70.0,beginner_backend
9118,Sean Brown,47460981,22.0,12.0,31.0,0.0,2.0,3.0,1.0,6.0,5.0,28.0,81.0,61.0,advanced_front_end
9119,Ruth Packer,05452153,48.0,37.0,28.0,4.0,9.0,4.0,4.0,4.0,2.0,54.0,69.0,40.0,advanced_front_end
9120,Willie Rogers,66629408,79.0,0.0,49.0,3.0,7.0,8.0,6.0,4.0,0.0,57.0,65.0,90.0,beginner_front_end
9121,John Medina,35649732,23.0,19.0,36.0,0.0,2.0,4.0,3.0,4.0,4.0,62.0,70.0,68.0,beginner_data_science
9122,Helen Romero,47528285,34.0,50.0,25.0,7.0,4.0,8.0,2.0,1.0,4.0,78.0,66.0,74.0,advanced_backend
9123,Cora Uber,64229505,79.0,51.0,19.0,6.0,2.0,6.0,5.0,3.0,5.0,48.0,54.0,88.0,advanced_data_science
9124,Shelia Arnold,49844573,36.0,54.0,25.0,6.0,4.0,5.0,4.0,4.0,4.0,62.0,65.0,67.0,advanced_backend
9125,Ethan Davis,06359691,2.0,68.0,83.0,4.0,3.0,5.0,1.0,5.0,3.0,74.0,70.0,40.0,advanced_front_end
9126,Joseph Washington,02461321,42.0,44.0,26.0,3.0,5.0,4.0,2.0,6.0,4.0,80.0,50.0,53.0,beginner_front_end
9127,Jason Roberts,20090157,12.0,34.0,39.0,3.0,3.0,6.0,2.0,2.0,2.0,40.0,69.0,74.0,beginner_data_science
9128,Robert Lunsford,22425437,29.0,24.0,31.0,3.0,5.0,2.0,4.0,4.0,3.0,67.0,68.0,83.0,beginner_data_science
9129,Nellie Betance,83492162,23.0,20.0,52.0,0.0,5.0,5.0,3.0,5.0,3.0,58.0,70.0,48.0,advanced_front_end
9130,Eva Henderson,92547764,52.0,26.0,10.0,8.0,3.0,8.0,0.0,5.0,2.0,55.0,92.0,85.0,advanced_data_science
9131,Jeanette Kidd,66027143,34.0,40.0,23.0,3.0,4.0,6.0,4.0,5.0,1.0,44.0,65.0,76.0,advanced_front_end
9132,Delia Weeks,03698284,40.0,35.0,56.0,4.0,3.0,4.0,2.0,5.0,4.0,53.0,59.0,70.0,advanced_data_science
9133,John Christian,66378389,71.0,50.0,20.0,8.0,2.0,8.0,4.0,6.0,3.0,49.0,69.0,67.0,advanced_data_science
9134,Michele Salter,63327888,43.0,24.0,31.0,5.0,1.0,5.0,7.0,5.0,10.0,83.0,79.0,67.0,advanced_backend
9135,Angela Lavigne,11028244,0.0,64.0,91.0,2.0,5.0,2.0,4.0,7.0,2.0,92.0,50.0,74.0,advanced_front_end
9136,Marjorie Birchfield,50306449,31.0,4.0,75.0,3.0,4.0,3.0,8.0,6.0,4.0,69.0,84.0,94.0,beginner_backend
9137,Samuel Albert,68855081,24.0,44.0,37.0,3.0,5.0,3.0,2.0,3.0,5.0,87.0,89.0,67.0,beginner_backend
9138,Kyle Rollins,09551725,37.0,30.0,6.0,7.0,3.0,5.0,6.0,3.0,5.0,73.0,69.0,71.0,advanced_backend
9139,Germaine Devilbiss,03780036,71.0,55.0,29.0,8.0,2.0,7.0,5.0,3.0,6.0,47.0,88.0,100.0,advanced_data_science
9140,Tom Pritchett,95118919,44.0,65.0,14.0,6.0,2.0,6.0,6.0,7.0,5.0,45.0,69.0,65.0,advanced_data_science
9141,Jeanette Thompson,80316367,45.0,86.0,7.0,4.0,2.0,5.0,4.0,7.0,2.0,72.0,54.0,74.0,advanced_data_science
9142,Geneva Hokenson,55402249,51.0,30.0,0.0,2.0,4.0,3.0,0.0,5.0,3.0,73.0,51.0,55.0,beginner_front_end
9143,Sarah Leach,00890390,44.0,32.0,65.0,5.0,2.0,3.0,6.0,1.0,4.0,77.0,82.0,63.0,beginner_data_science
9144,William Likens,91611308,25.0,10.0,76.0,6.0,1.0,4.0,5.0,2.0,4.0,86.0,70.0,53.0,beginner_data_science
9145,Martha Wilson,54843101,26.0,59.0,19.0,9.0,4.0,10.0,2.0,2.0,4.0,74.0,56.0,63.0,advanced_backend
9146,Winston Howell,72473868,0.0,54.0,34.0,6.0,4.0,2.0,9.0,0.0,2.0,89.0,73.0,82.0,advanced_backend
9147,Sue Morgan,01035113,62.0,38.0,21.0,4.0,6.0,5.0,3.0,8.0,3.0,74.0,65.0,63.0,beginner_front_end
9148,Carol Ellis,85194085,63.0,88.0,25.0,3.0,4.0,6.0,3.0,1.0,7.0,59.0,87.0,68.0,beginner_backend
9149,Dorothy Martis,42865098,46.0,44.0,39.0,2.0,4.0,3.0,2.0,5.0,1.0,72.0,54.0,56.0,beginner_front_end
9150,Haley Hollins,39610157,38.0,54.0,46.0,2.0,7.0,2.0,5.0,5.0,2.0,66.0,67.0,75.0,advanced_front_end
9151,Dinah Marvel,59774282,42.0,88.0,7.0,7.0,6.0,5.0,8.0,0.0,2.0,46.0,27.0,55.0,advanced_backend
9152,Daniel Wright,32887575,39.0,78.0,67.0,6.0,4.0,0.0,4.0,6.0,3.0,66.0,80.0,88.0,advanced_front_end
9153,Carolyn Torrey,50621884,64.0,71.0,35.0,5.0,0.0,3.0,7.0,5.0,2.0,64.0,73.0,75.0,beginner_backend
9154,Marie Howell,71848726,66.0,51.0,46.0,3.0,8.0,0.0,4.0,3.0,1.0,62.0,89.0,80.0,advanced_front_end
9155,Richard Rodriguez,10891317,68.0,29.0,43.0,4.0,5.0,4.0,4.0,5.0,4.0,59.0,67.0,67.0,advanced_front_end
9156,Rose Vanderlinden,00511355,52.0,30.0,28.0,2.0,4.0,0.0,3.0,3.0,4.0,67.0,65.0,49.0,beginner_front_end
9157,Sara Holloway,26922267,5.0,39.0,16.0,2.0,4.0,5.0,4.0,3.0,4.0,82.0,76.0,66.0,beginner_backend
9158,Clinton Gaeta,24859087,27.0,51.0,34.0,2.0,3.0,4.0,4.0,2.0,3.0,80.0,72.0,55.0,beginner_backend
9159,John Cummings,29630632,50.0,37.0,56.0,2.0,6.0,1.0,3.0,4.0,1.0,63.0,66.0,72.0,advanced_front_end
9160,Samuel Handsaker,34196085,53.0,54.0,29.0,2.0,2.0,6.0,3.0,8.0,6.0,53.0,50.0,65.0,advanced_data_science
9161,Shirley Stewart,07708227,3.0,46.0,43.0,2.0,0.0,4.0,5.0,1.0,6.0,91.0,100.0,78.0,advanced_backend
9162,Jason Schell,15509365,35.0,30.0,33.0,0.0,2.0,5.0,2.0,5.0,4.0,66.0,70.0,74.0,beginner_data_science
9163,Paula Rios,33615080,37.0,28.0,70.0,3.0,2.0,0.0,4.0,3.0,4.0,51.0,57.0,58.0,beginner_data_science
9164,Teresa Bell,19948940,52.0,35.0,6.0,5.0,5.0,3.0,4.0,5.0,7.0,83.0,46.0,52.0,beginner_front_end
9165,Rey Howard,47768527,35.0,25.0,53.0,2.0,4.0,2.0,1.0,6.0,3.0,58.0,76.0,65.0,advanced_front_end
9166,Brad Freeman,72367035,41.0,66.0,25.0,1.0,4.0,0.0,5.0,3.0,5.0,74.0,54.0,35.0,beginner_front_end
9167,Matthew Millar,89353009,30.0,46.0,39.0,3.0,4.0,5.0,2.0,5.0,3.0,66.0,64.0,57.0,beginner_backend
9168,Tiffany Moorman,63577630,40.0,19.0,71.0,3.0,4.0,4.0,2.0,5.0,2.0,58.0,62.0,68.0,beginner_data_science
9169,Jonathan Manteca,87842741,22.0,58.0,44.0,3.0,4.0,2.0,2.0,5.0,3.0,41.0,80.0,54.0,advanced_front_end
9170,Dorothy Watson,39345466,62.0,68.0,0.0,2.0,6.0,0.0,2.0,2.0,5.0,68.0,65.0,30.0,beginner_front_end
9171,John Kridler,67586656,28.0,76.0,3.0,5.0,4.0,4.0,0.0,5.0,3.0,63.0,66.0,70.0,beginner_backend
9172,Rhett Lentz,20473737,41.0,39.0,42.0,5.0,7.0,7.0,3.0,3.0,1.0,71.0,82.0,77.0,beginner_data_science
9173,Spencer Magno,04267646,67.0,1.0,39.0,4.0,5.0,6.0,1.0,6.0,1.0,58.0,45.0,72.0,beginner_front_end
9174,Thomas Wallace,09108355,3.0,35.0,0.0,2.0,4.0,4.0,2.0,3.0,6.0,,65.0,73.0,beginner_backend
9175,James Ho,88504158,49.0,48.0,42.0,6.0,2.0,6.0,2.0,3.0,3.0,63.0,68.0,82.0,advanced_data_science
9176,David Hill,44179123,30.0,17.0,35.0,2.0,3.0,5.0,5.0,4.0,3.0,63.0,85.0,77.0,beginner_data_science
9177,Lorna Salinas,61371924,45.0,75.0,65.0,4.0,6.0,3.0,3.0,3.0,1.0,78.0,66.0,47.0,advanced_front_end
9178,Theresa Hendrickson,72307633,39.0,71.0,12.0,3.0,2.0,0.0,1.0,5.0,4.0,65.0,57.0,76.0,beginner_backend
9179,Mary Sheroan,37072436,28.0,31.0,47.0,4.0,3.0,1.0,3.0,3.0,5.0,56.0,74.0,81.0,beginner_data_science
9180,Gloria Moore,34314442,47.0,25.0,51.0,1.0,6.0,0.0,5.0,9.0,3.0,47.0,57.0,45.0,advanced_data_science
9181,Robert Miller,69826544,40.0,36.0,80.0,3.0,1.0,5.0,3.0,4.0,3.0,67.0,79.0,65.0,beginner_data_science
9182,Jose Iredale,59044114,7.0,73.0,62.0,4.0,4.0,5.0,5.0,6.0,4.0,72.0,73.0,60.0,advanced_front_end
9183,Sylvia Binger,94212893,24.0,42.0,26.0,8.0,5.0,9.0,3.0,0.0,11.0,100.0,77.0,69.0,advanced_backend
9184,Maria Flinn,13913351,32.0,74.0,16.0,4.0,4.0,3.0,2.0,5.0,0.0,91.0,72.0,66.0,beginner_backend
9185,Bonnie Laramore,28386678,21.0,31.0,21.0,0.0,4.0,8.0,0.0,4.0,4.0,,57.0,100.0,beginner_data_science
9186,Elizabeth Field,28577537,24.0,12.0,43.0,1.0,4.0,1.0,0.0,4.0,5.0,17.0,79.0,58.0,advanced_front_end
9187,George Lamm,23050632,44.0,54.0,78.0,1.0,4.0,4.0,3.0,7.0,3.0,56.0,62.0,53.0,advanced_data_science
9188,Susan Weaver,60817538,34.0,45.0,55.0,6.0,3.0,1.0,5.0,8.0,9.0,89.0,28.0,39.0,beginner_front_end
9189,Catherine Lilley,97392237,18.0,48.0,18.0,3.0,6.0,5.0,3.0,1.0,7.0,81.0,79.0,61.0,beginner_backend
9190,Jewell Thrope,71140120,0.0,66.0,59.0,4.0,3.0,5.0,3.0,7.0,7.0,41.0,75.0,51.0,advanced_front_end
9191,Mike Deleo,28874271,63.0,72.0,36.0,5.0,4.0,6.0,2.0,5.0,2.0,66.0,71.0,56.0,beginner_backend
9192,Sherry Priestley,01124001,46.0,28.0,28.0,5.0,4.0,5.0,4.0,5.0,4.0,48.0,81.0,79.0,advanced_data_science
9193,Jermaine Hardwick,87457931,47.0,49.0,32.0,1.0,6.0,4.0,2.0,4.0,3.0,58.0,59.0,74.0,beginner_data_science
9194,Rebecca Calvary,16933948,34.0,69.0,9.0,5.0,3.0,2.0,3.0,8.0,0.0,79.0,52.0,62.0,advanced_data_science
9195,David Becker,38179360,38.0,41.0,39.0,3.0,1.0,5.0,4.0,2.0,5.0,80.0,79.0,93.0,advanced_backend
9196,Kevin Wilson,86621868,60.0,6.0,52.0,2.0,3.0,1.0,0.0,5.0,2.0,42.0,62.0,56.0,advanced_front_end
9197,Evelyn Stone,60194181,19.0,26.0,23.0,4.0,3.0,4.0,5.0,4.0,6.0,57.0,62.0,69.0,beginner_backend
9198,Randy Mcdonald,36229746,68.0,78.0,68.0,5.0,3.0,3.0,5.0,5.0,2.0,76.0,48.0,70.0,advanced_front_end
9199,Carl Zeff,50414243,36.0,57.0,31.0,4.0,7.0,6.0,3.0,3.0,3.0,62.0,82.0,31.0,advanced_front_end
9200,William Baridon,98426599,29.0,47.0,30.0,4.0,3.0,5.0,1.0,6.0,2.0,66.0,58.0,63.0,advanced_data_science
9201,Ronald Rapp,81400927,31.0,36.0,32.0,3.0,4.0,8.0,1.0,3.0,2.0,54.0,64.0,83.0,beginner_data_science
9202,John Wilson,83446924,81.0,60.0,35.0,7.0,2.0,7.0,4.0,8.0,4.0,54.0,56.0,59.0,advanced_data_science
9203,Daniel Osborne,04412595,35.0,54.0,62.0,3.0,2.0,4.0,3.0,6.0,5.0,36.0,71.0,52.0,advanced_front_end
9204,Dianne Tollerud,56422272,69.0,11.0,37.0,5.0,4.0,5.0,0.0,4.0,1.0,58.0,57.0,68.0,advanced_data_science
9205,Angela Lefever,09518109,48.0,2.0,35.0,2.0,2.0,2.0,4.0,5.0,1.0,70.0,52.0,63.0,beginner_front_end
9206,Ann Torbert,10265621,33.0,57.0,25.0,4.0,0.0,0.0,3.0,4.0,5.0,52.0,72.0,84.0,beginner_backend
9207,Bridget Crouch,43345750,16.0,0.0,36.0,0.0,0.0,6.0,5.0,8.0,1.0,71.0,77.0,65.0,beginner_data_science
9208,Joshua Garcia,75776492,31.0,75.0,22.0,0.0,5.0,0.0,0.0,2.0,0.0,,64.0,,beginner_front_end
9209,Brenda Banh,93542269,9.0,47.0,26.0,8.0,3.0,8.0,7.0,5.0,6.0,76.0,60.0,45.0,advanced_backend
9210,Horace Decourcey,55991921,48.0,16.0,30.0,1.0,0.0,1.0,1.0,2.0,0.0,67.0,39.0,48.0,beginner_front_end
9211,Eva Bagby,23784201,39.0,14.0,28.0,4.0,0.0,5.0,0.0,10.0,3.0,86.0,37.0,65.0,beginner_front_end
9212,Thomas Montgomery,91449297,41.0,35.0,0.0,3.0,2.0,2.0,8.0,2.0,4.0,68.0,74.0,72.0,advanced_backend
9213,Angel Mons,26076042,16.0,50.0,20.0,5.0,3.0,6.0,7.0,0.0,6.0,91.0,79.0,61.0,advanced_backend
9214,David Crouch,49190911,26.0,16.0,47.0,4.0,4.0,7.0,3.0,3.0,2.0,80.0,100.0,85.0,beginner_data_science
9215,Donald Maass,79913871,17.0,41.0,65.0,2.0,5.0,4.0,4.0,7.0,1.0,70.0,57.0,53.0,advanced_front_end
9216,Kathleen Pettibone,40294138,0.0,15.0,30.0,2.0,5.0,6.0,3.0,4.0,4.0,79.0,73.0,69.0,beginner_backend
9217,Ann Fitzpatrick,74924421,47.0,38.0,59.0,6.0,5.0,4.0,2.0,5.0,3.0,69.0,67.0,60.0,beginner_front_end
9218,Willie Nguyen,59302117,52.0,88.0,53.0,2.0,7.0,0.0,3.0,0.0,0.0,63.0,60.0,,beginner_front_end
9219,Denise Reynolds,72936481,36.0,7.0,34.0,3.0,4.0,6.0,6.0,8.0,2.0,85.0,45.0,75.0,beginner_front_end
9220,Randy Lovell,60008082,32.0,41.0,28.0,3.0,4.0,1.0,1.0,9.0,0.0,81.0,64.0,54.0,beginner_front_end
9221,Carmen Balducci,95839912,57.0,45.0,0.0,3.0,5.0,2.0,6.0,1.0,2.0,60.0,74.0,52.0,advanced_backend
9222,Timothy Rogers,38125838,0.0,66.0,63.0,1.0,3.0,0.0,3.0,7.0,5.0,55.0,77.0,88.0,advanced_front_end
9223,Shirley Gourley,04254852,50.0,33.0,51.0,5.0,6.0,0.0,4.0,5.0,0.0,79.0,45.0,,advanced_data_science
9224,Mildred Knight,11095627,38.0,11.0,46.0,0.0,4.0,5.0,1.0,5.0,3.0,40.0,64.0,37.0,advanced_front_end
9225,Cristopher Burton,37392140,24.0,26.0,58.0,4.0,0.0,5.0,2.0,3.0,3.0,47.0,83.0,78.0,beginner_data_science
9226,Anthony Levitz,64472815,44.0,64.0,42.0,4.0,2.0,7.0,4.0,3.0,8.0,77.0,79.0,52.0,advanced_backend
9227,Ericka Johnson,24947263,85.0,40.0,50.0,3.0,7.0,7.0,3.0,4.0,1.0,52.0,48.0,65.0,beginner_front_end
9228,Arturo Ramos,61283865,11.0,52.0,0.0,1.0,4.0,5.0,1.0,4.0,1.0,90.0,53.0,58.0,beginner_backend
9229,Evelyn Huff,45865158,49.0,8.0,63.0,4.0,5.0,3.0,4.0,5.0,2.0,61.0,54.0,66.0,beginner_front_end
9230,Andrea Lawson,73645517,48.0,16.0,51.0,4.0,2.0,1.0,3.0,3.0,2.0,65.0,47.0,59.0,beginner_front_end
9231,Frederick Flores,59387874,32.0,46.0,35.0,4.0,4.0,,2.0,4.0,2.0,64.0,40.0,79.0,advanced_data_science
9232,Connie Brow,55479986,25.0,46.0,78.0,7.0,4.0,10.0,1.0,1.0,2.0,62.0,91.0,80.0,beginner_data_science
9233,Mary Steenberg,58460107,32.0,39.0,67.0,4.0,2.0,4.0,7.0,4.0,1.0,57.0,41.0,39.0,beginner_data_science
9234,Robert Christensen,89280355,60.0,61.0,10.0,7.0,2.0,4.0,4.0,7.0,2.0,77.0,47.0,76.0,advanced_data_science
9235,Vernon Flores,47600144,27.0,30.0,41.0,4.0,2.0,0.0,4.0,5.0,5.0,59.0,59.0,89.0,beginner_backend
9236,Alta Arreola,47624647,104.0,110.0,44.0,7.0,0.0,2.0,6.0,3.0,4.0,34.0,73.0,78.0,beginner_backend
9237,Christopher Espinal,45403308,51.0,34.0,37.0,2.0,3.0,4.0,2.0,1.0,5.0,64.0,60.0,80.0,beginner_data_science
9238,Jim Barley,48947536,34.0,22.0,41.0,1.0,4.0,1.0,3.0,7.0,3.0,42.0,66.0,77.0,advanced_front_end
9239,Linda Blake,77000780,32.0,63.0,24.0,5.0,7.0,1.0,4.0,2.0,7.0,84.0,71.0,42.0,beginner_front_end
9240,Jeffery Richardson,38407174,76.0,65.0,19.0,2.0,1.0,3.0,8.0,2.0,1.0,60.0,68.0,37.0,advanced_backend
9241,Anne Franks,69719757,42.0,19.0,35.0,1.0,2.0,6.0,2.0,5.0,3.0,70.0,99.0,88.0,beginner_data_science
9242,Elsie Carter,86339016,16.0,50.0,33.0,5.0,4.0,4.0,8.0,5.0,5.0,54.0,64.0,73.0,advanced_backend
9243,Dora Cavin,07873800,67.0,57.0,31.0,5.0,2.0,3.0,7.0,7.0,0.0,68.0,60.0,77.0,beginner_backend
9244,Kathryn Taylor,28164126,34.0,62.0,52.0,4.0,0.0,5.0,5.0,1.0,7.0,99.0,68.0,85.0,advanced_backend
9245,Alan Fredericks,81607219,45.0,18.0,0.0,8.0,5.0,5.0,5.0,4.0,3.0,61.0,75.0,52.0,advanced_backend
9246,Joseph Jones,08478370,33.0,43.0,33.0,7.0,2.0,5.0,4.0,2.0,6.0,98.0,64.0,82.0,advanced_backend
9247,Brenda Brookins,59324879,39.0,52.0,10.0,5.0,5.0,3.0,4.0,9.0,2.0,58.0,53.0,46.0,advanced_data_science
9248,Blanche Zoll,26290447,8.0,30.0,68.0,1.0,6.0,3.0,2.0,5.0,1.0,71.0,57.0,55.0,advanced_front_end
9249,Jeffrey Coleman,20696598,68.0,77.0,27.0,1.0,1.0,4.0,1.0,6.0,2.0,68.0,75.0,66.0,beginner_backend
9250,Nancy Rice,04222689,20.0,62.0,0.0,2.0,5.0,1.0,2.0,4.0,6.0,90.0,68.0,45.0,beginner_front_end
9251,Ila Unger,86867921,76.0,19.0,57.0,3.0,3.0,5.0,4.0,7.0,4.0,61.0,25.0,55.0,beginner_front_end
9252,Patricia Rautenstrauch,81509585,79.0,43.0,22.0,7.0,5.0,4.0,1.0,5.0,4.0,70.0,59.0,81.0,advanced_backend
9253,Arthur Green,30273710,63.0,37.0,38.0,5.0,2.0,6.0,2.0,4.0,1.0,62.0,48.0,56.0,advanced_data_science
9254,Jill White,08002550,50.0,42.0,21.0,4.0,5.0,4.0,0.0,5.0,0.0,72.0,54.0,48.0,advanced_data_science
9255,Heather Blevins,33546051,68.0,60.0,62.0,4.0,2.0,1.0,5.0,2.0,4.0,28.0,78.0,72.0,beginner_data_science
9256,Flora Lima,90098206,85.0,39.0,63.0,5.0,4.0,7.0,6.0,6.0,5.0,30.0,71.0,61.0,advanced_data_science
9257,Humberto Mason,35455380,0.0,54.0,84.0,0.0,3.0,2.0,3.0,8.0,5.0,39.0,65.0,61.0,advanced_front_end
9258,Warren Moreno,52924112,49.0,35.0,54.0,3.0,2.0,2.0,6.0,6.0,3.0,76.0,81.0,69.0,beginner_data_science
9259,Louis Leon,49914451,15.0,31.0,29.0,6.0,2.0,4.0,5.0,2.0,2.0,86.0,82.0,77.0,advanced_backend
9260,Christine House,21344215,48.0,5.0,32.0,1.0,5.0,2.0,5.0,3.0,3.0,72.0,49.0,66.0,beginner_data_science
9261,Elizabeth Davis,83530415,57.0,43.0,42.0,4.0,6.0,2.0,3.0,3.0,5.0,87.0,91.0,85.0,beginner_data_science
9262,Edwin Mcclure,39000789,0.0,5.0,39.0,0.0,4.0,6.0,3.0,3.0,5.0,83.0,71.0,57.0,beginner_backend
9263,Sheila Schaal,08630215,53.0,45.0,21.0,7.0,0.0,8.0,1.0,7.0,5.0,55.0,80.0,77.0,advanced_data_science
9264,Melissa Mcatee,59173652,20.0,29.0,67.0,6.0,4.0,5.0,2.0,0.0,4.0,61.0,70.0,71.0,beginner_data_science
9265,Carlos Magee,75583062,59.0,61.0,57.0,4.0,4.0,3.0,7.0,5.0,2.0,56.0,26.0,50.0,advanced_data_science
9266,Shawn Masseria,14921700,21.0,45.0,20.0,5.0,5.0,3.0,4.0,1.0,6.0,88.0,75.0,69.0,beginner_backend
9267,Daniel Barner,76889698,52.0,0.0,36.0,0.0,4.0,4.0,1.0,6.0,2.0,26.0,56.0,44.0,advanced_front_end
9268,Mable Smith,46077679,26.0,43.0,30.0,6.0,2.0,8.0,4.0,4.0,6.0,74.0,80.0,64.0,advanced_backend
9269,Grace Brumer,35345665,26.0,10.0,77.0,1.0,3.0,6.0,0.0,1.0,4.0,68.0,70.0,68.0,beginner_data_science
